Company Name,Rest of the Details
WARRIOR PRODUCTIONS,"['Production company', '16266 SW 14th St, Pembroke Pines, FL 33027 954-639-3419 (phone)', '954-653-3778 (fax)', ' imdb.com/company/co0260276', 'linkedin.com/company/warrior-productions facebook.com/WarriorProductions', 'Does not accept any unsolicited material. Genres include documentary.']"
WASHINGTON SQUARE FILMS,"['Production company', '509 1/2 N Spaulding Ave, Los Angeles, CA 90036 212-253-0333', '310 Bowery 2nd Fl, New York, NY 10012 212-253-0333 (phone)', '212-253-0333 (fax)', ' wsfilms.com imdb.com/company/co0092503', 'Does not accept any unsolicited material. Project types include feature films, short films, and TV. Genres include action, comedy, crime, detective, drama, family, and romance.']"
WATER BEARER FILMS,"['Production company, distributor, and sales agent', '3239 Gateway Circle, Charlottesville, VA 22911', '434-923-8686 (phone)', '434-923-8989 (fax)', ' imdb.com/company/co0029508', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, crime, drama, family, fantasy, romance, science fiction, thriller, and documentary. Established in 1961.', 'Michael Stimler', 'Producer imdb.com/name/nm1192876']"
WATER'S END PRODUCTIONS,"['Production company', '8075 W 3rd St, Ste 406, Los Angeles, CA 90048 424-293-0714', 'watersendprod.com imdb.com/company/co0472007', '\nDoes not accept any unsolicited material. Project types include feature films. Genres include drama.', 'Established in 2012.']"
WATERSHED 5 STUDIOS,"['Production company', '720 S Lamar Blvd, Austin, TX 78704 512-851-2507', 'watershed5.com imdb.com/company/co0231502 facebook.com/Watershed-5-67024809531 twitter.com/Watershed5', 'Does not accept any unsolicited material. Project types include short films and TV. Genres include reality.']"
WAYANS BROTHERS ENTERTAINMENT,"['Production company', '8730 W Sunset Blvd, Ste 290, Los Angeles, CA 90069-2247', '323-930-6720 (phone)', '424-202-3520 (fax)', ' imdb.com/company/co0001823', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, crime, family, fantasy, horror, and romance. Established in 2000.', 'Mike Tiddes', 'Creative Executive imdb.com/name/nm1639277', 'Shawn Wayans', 'imdb.com/name/nm0915465', 'Marlon Wayans imdb.com/name/nm0005541 Assistant: Shane Miller', 'Rick Alvarez', 'imdb.com/name/nm0023315', 'Keenan Wayans', 'imdb.com/name/nm0005540', 'WAYFARE ENTERTAINMENT VENTURES LLC', 'Production company', '435 W 19th St 4th Fl, New York, NY 10011 212-989-2200', ' wayfareentertainment.com imdb.com/company/co0239158 linkedin.com/company/wayfare-entertainment-', 'ventures-llc', 'Does not accept any unsolicited material. Project types include feature films. Genres include action, comedy, drama, fantasy, myth, romance, science fiction, and thriller. Established in 2009.', 'Sarah Shepard imdb.com/name/nm2416896 linkedin.com/pub/sarah-shepard/24/145/38b', 'Michael Maher', 'start-media.com/start-motion-pictures/team/michael-j- maher', 'imdb.com/name/nm3052130', 'Jeremy Kipp Walker', 'imdb.com/name/nm0907844', 'Ben Browning  imdb.com/name/nm1878845']"
WAYFARER ENTERTAINMENT,"['Production company', '4223 Glencoe Ave Ste B130, Marina Del Rey, CA 90292', '310-473-2786', ' wearewayfarer.com imdb.com/company/co0428021', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include documentary. Established in 2012.']"
WAYPOINT ENTERTAINMENT,"['Production company', '\n400 S Beverly Dr, Ste 300, Beverly Hills, CA 90212 323-510-3330', ' waypointfound.com imdb.com/company/co0353060', 'Does not accept any unsolicited material. Project types include feature films, short films, and TV. Genres include drama, family, and romance.']"
WAYWARD STUDIOS,"['Production company', '649 SW Whitmore Dr, Port Saint Lucie, FL 34984 772-475-4340 (phone)', '772-879-0028 (fax)', ' imdb.com/company/co0221664', 'Does not accept any unsolicited material. Genres include horror.']"
WEATHERVANE PRODUCTIONS,"['Production company', '615 SW Jennings Ave #3524, Bartlesville, OK 74006 ', 'wvp-inc.com imdb.com/company/co0229781', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, crime, drama, and family.']"
WEED ROAD PICTURES,"['Production company', '3 Edgewood Ct, Parsippany, NJ 07054', '973-886-2207 (phone)', '973-887-4572 (fax)', '4000 Warner Blvd, Bldg 81, Ste 115, Burbank, CA', '91522', '818-954-3771 (phone)', '818-954-3061 (fax)', ' eyelessmusic.com imdb.com/company/co0093488', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, drama, science fiction, thriller, and documentary. Established in 2004.']"
WEED ROAD PRODUCTIONS,"['Production company', '3 Edgewood Ct, Parsippany, NJ 07054', '973-886-2207 (phone)', '973-887-4572 (fax)', '4000 Warner Blvd, Building 81, Ste 115, Burbank,', 'CA 91522', '818-954-3771 (phone)', '818-954-3061 (fax)', 'imdb.com/company/co0093488', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, animation, drama, family, fantasy, horror, non-fiction, science fiction, and thriller. Established in 2004.', 'Nicki Cortese imdb.com/name/nm2492480 Assistant: Mike Pence', 'Akiva Goldsman imdb.com/name/nm0326040 Assistant: Bonnie Balmos']"
"WEINSTEIN COMPANY, THE","['Production company, distributor, and sales agent', '375 Greenwich St 3rd Fl, New York, NY 10013 212-941-3800 (phone)', '212-941-3949 (fax)', 'weinsteinco.com imdb.com/company/co0150452', 'Does not accept any unsolicited material. Project types include feature films, TV, and commercials.']"
WEINSTOCK PRODUCTIONS,"['Production company', '335 N Maple Dr 150, Los Angeles, CA 90210', '310-888-3533', 'imdb.com/company/co0032259', '\nAccepts query letters from unproduced, unrepresented writers. Project types include feature films. Genres include comedy, crime, drama, family, and thriller.', 'Charles Weinstock President imdb.com/name/nm091848', 'linkedin.com/pub/chuck-weinstock/19/35a/aa0']"
WEINTRAUB/KUHN PRODUCTIONS,"['Production company', '1351 Third St Promenade, Santa Monica, CA 90403 310-458-3300 (phone)', '310-458-3302 (fax)', ' imdb.com/company/co0031680', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, drama, family, fantasy, non-fiction, myth, romance, science fiction, and thriller. Established in 1976.', 'Fred Weintraub President  fredweintraub.com', 'imdb.com/name/nm0918518', 'Tom Kuhn', 'President imdb.com/name/nm0474166', 'linkedin.com/pub/tom-kuhn/18/534/292', 'Jackie Weintraub', 'imdb.com/name/nm0918520', 'Maxwell Meltzer', 'imdb.com/name/nm0578443']"
WELLER/GROSSMAN PRODUCTIONS,"['Production company and distributor', '5200 Lankershim Blvd, Fl5, North Hollywood, CA 91601', '818-755-4800', ' imdb.com/company/co0102774', 'Accepts scripts from produced or represented writers. Project types include TV. Genres include animation, comedy, drama, and reality. Established in 1993.', 'Robb Weller  imdb.com/name/nm0919888']"
WELL GO USA ENTERTAINMENT,"['Production company and distributor', '1601 E Plano Pkwy ste 110, Plano, TX 75070', '972-265-4317 (phone)', '972-265-4321 (fax)', 'wellgousa.com imdb.com/company/co0227523 facebook.com/WellGoUSA twitter.com/wellgousa', 'Does not accept any unsolicited material. Genres include action, crime, and drama. Established in 2008.']"
WENDY FINERMAN PRODUCTIONS,"['Production company', '11812 San Vicente Blvd, Los Angeles, CA 90232 310-244-8800', ' imdb.com/company/co0004317', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films and TV. Genres include comedy, drama, family, fantasy, romance, and period.', 'Lisa Zupan', 'Vice-President  imdb.com/name/nm0958702', 'Wendy Finerman', 'Producer  imdb.com/name/nm0277704']"
WERC WERK WORKS,"['Production company', '\n251 First Ave N Ste 401, Minneapolis, MN 55401', '612-238-0300 (phone)', '612-238-0320 (fax)', ' imdb.com/company/co0246269', 'Does not accept any unsolicited material. Project types include feature films and short films. Genres include action and animation.', 'Elizabeth Redleaf', 'Producer', '612-238-0300', 'imdb.com/name/nm3119353']"
WESSLER ENTERTAINMENT,"['Production company', '11661 San Vicente Blvd, Ste 609, Los Angeles, CA 90049', 'imdb.com/company/co0037906', 'Accepts query letters from unproduced, unrepresented writers. Project types include feature films. Genres include comedy and family.', 'Charles B. Wessler President imdb.com/name/nm0921853']"
WESTEND FILMS,"['Production company, distributor, and sales agent', '5-7 Hillgate St, 1st Floor, London W8 7SP, UK', '+44207-494-8300 (phone)', '+44207-494-8301 (fax)', ' westendfilms.com imdb.com/company/co0237788 facebook.com/westendfilms', 'Does not accept any unsolicited material. Project types include feature films, short films, and TV. Genres include romance.', 'Sharon Harel', 'Producer imdb.com/name/nm0362856', 'WESTWIND PICTURES', 'Production company', '173 Davis Ave, Ste 3, Brookline, MA 02445', '617-981-1937', 'westwindpictures.com imdb.com/company/co0168031', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include comedy and documentary. Established in 2001.']"
WESTWOOD PRODUCTIONS,"['Production company', '40, Langham St, London W1W 7AS, England 44 20 7255 2494 (phone)', '44 7580 7670 (fax)', ' imdb.com/company/co0221930', 'Project types include feature films. Genres include drama.']"
WET-SHOE PRODUCTION,"['Production company', 'Boston, MA 617-797-3932', 'imdb.com/company/co0363736', 'Accepts query letters from produced or represented writers. Project types include feature films and short films. Genres include crime and horror. Established in 2005.']"
WE TV NETWORK,"['Distributor', '2425 Olympic Blvd, Santa Monica, CA 90404 310-998-9300', '11 Penn Plaza, 19th Floor, New York, NY 10001 212-324-8500 (phone)', '212-324-8595 (fax)', ' wetv.com', 'imdb.com/company/co0340786 linkedin.com/company/we-tv-network-rainbow-', 'media-', '\nfacebook.com/WeTV twitter.com/WEtv', 'Does not accept any unsolicited material. Project types include TV. Genres include comedy, family, and reality. Established in 1997.', 'Laurence Gellert', 'imdb.com/name/nm1557598']"
WGBH,"['Production company and distributor', 'One Guest St, Boston, MA 02135 617-300-5400', 'wgbh.org imdb.com/company/co0041824', 'Does not accept any unsolicited material. Project types include feature films. Genres include action, comedy, crime, drama, romance, and thriller.']"
WGBH BOSTON,"['Distributor and sales agent', 'One Guest St, Boston, MA, 02135 617-300-2000', 'wgbh.org imdb.com/company/co0183007', 'Does not accept any unsolicited material. Project types include TV. Genres include drama, family, and thriller.']"
WGBH EDUCATIONAL FOUNDATION,"['Production company and distributor', '114 Western Ave, Boston, MA 02134', '617-300-2000', ' wgbh.org/nova imdb.com/company/co0113132', 'Does not accept any unsolicited material. Project types include feature films, short films, and TV. Genres include action, comedy, crime, drama, horror, romance, and thriller.']"
WGBH INTERNATIONAL,"['Distributor and sales agent', '10 Guest St, Boston, MA 02135', 'pbsinternational.org imdb.com/company/co0183007', 'Does not accept any unsolicited material. Project types include TV. Genres include documentary.', 'Tom Koch', 'Director imdb.com/name/nm1045824']"
WGN,"['Production company and distributor', '2501 W Bradley Pl, Chicago, IL 60618 773-528-2311', 'wgntv.com imdb.com/company/co0017401', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, crime, drama, romance, science fiction, and thriller.']"
WGN TELEVISION,"['Production company', '2501 W Bradley Place, Chicago, IL 60618 773-528-2311', 'wgntv.com imdb.com/company/co0236784', 'Does not accept any unsolicited material. Project types include feature films, short films, and TV. Genres include action, comedy, crime, drama, and documentary.']"
WHALEROCK INDUSTRIES,"['Production company', '2900 W Olympic Blvd 3rd Fl, Sanata Monica, CA, 90404', '310-255-7272 (phone)', '310-255-7058 (fax)', ' whalerockindustries.com imdb.com/company/co0199425 linkedin.com/company/whalerock-industries', 'Does not accept any unsolicited material.', '\nAndrew Mittman President imdb.com/name/nm3879410', 'Chris Cowan', 'Executive, Head of Unscripted Television imdb.com/name/nm0184544']"
WHAT IF IT BARKS FILMS,"['Production company', 'Festival House, Tranquil Passage, Blackheath, London SE3 0BJ, UK', '44 (0208-297-9999 (phone)', '44 (0208-297-1155 (fax)', ' imdb.com/company/co0380799', 'Does not accept any unsolicited material. Project types include feature films. Genres include comedy.', ""Andrew O'Connor Producer imdb.com/name/nm0640193""]"
WHEN ANGELS SING,"['Production company', '1901 E 51st St, Austin, TX 78723 512-656-6553', 'imdb.com/company/co0342359', 'Does not accept any unsolicited material. Project types include feature films. Genres include comedy, drama, and family. Established in 2013.']"
WHERE THERE'S A WILL PRODUCTIONS,"['Production company', 'Los Angeles, CA', ' wtawproductions.com imdb.com/company/co0422599', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include comedy, drama, horror, romance, and thriller. Established in 2007.', 'Philip Wyler', 'Development Executive ']"
WHITE FLAME STUDIOS,"['Production company', '2907 Tyne Blvd, Nashville, TN 37215', '404-247-7092', ' whiteflamestudios.com imdb.com/company/co0203964', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films. Genres include action, drama, and science fiction.', 'Established in 2006.']"
WHITE HORSE PICTURES,"['Production company', '9100 Wilshire Blvd, Ste 423E, Beverly Hills, CA 90212', '424-228-8000', ' whitehorsepics.com imdb.com/company/co0331987 facebook.com/whitehorsepics twitter.com/whitehorsepic', 'Does not accept any unsolicited material. Project types include feature films. Genres include documentary.', 'Established in 2012.']"
